text,label
"Live DJ and awesome music waiting for you. Drop by and enjoy the night with us here at Vu's Sky Bar & Lounge, Marco Polo Hotel Ortigas Manila.     Thank you!    Kit Miculob  Vu's Receptionist",General Spam
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon: https://smartnr.qpon/rewards",General Spam
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon:https://smartei.bond/ph",General Spam
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon:https://smartp.bond/ph",General Spam
"Hello good day! :)  Commercial lots in the first master-planned CBD in Batangas - Lima Estate    - with 70 hectare existing components like The Outlets at Lipa, Aboitiz Pitch, office bldgs, Holiday Inn and residential  - 40 hectare expansion area with parks and open spaces  - FAR 4 to 5    lot size 1,165 to 3,215 sqm  price range 75k to 93k per sqm with terms    pre selling commercial lots also available in other areas    kindly message me for details    Erwin Sia",General Spam
"Good day!   Come and join us here at Vus Sky Bar & Lounge, Marco Polo Hotel Ortigas Manila. We’ve got a cozy and relaxing vibe—perfect for chilling out this Monday night. See you later!     Thank you!     Kit Miculob  Vu's Receptionist",General Spam
"Hi,    Your G-Cash account has been temporarily deactivated!  Please update your G-Cash as soon as possible.    Confirm your account here: kycupdategcash.online  Thank you for choosing GCash!",Bank Scam
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon:https://smartio.cyou/ph",General Spam
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon:https://smartln.shop/rewards",General Spam
"Shift’s Over Mondays | INDUSTRIAL NIGHT at Vu’s Sky Bar and Lounge    Calling all hardworking heroes of the night!  Hoteliers, restaurateurs, bar stars, and BPO champs — your Monday just got better!    Enjoy 50% OFF on selected favorites: ✨ Draft Beers  ✨ Chivas  ✨ Olmeca Bottles & Shots  ✨ Classic Cocktails     Every Monday Night  📍 Vu’s Sky Bar and Lounge | 45th Floor, Marco Polo Ortigas Manila     Exclusive for hospitality and BPO industry professionals.    Just present your valid company ID to avail of the discount.    Unwind. Mingle. Celebrate your grind.  Because your shift’s over — and it’s time to take the night back!",General Spam
"You’re invited to join us tonight at Vu's Sky Bar & Lounge, Marco Polo Hotel Ortigas Manila for a great night of drinks, music, and good vibes! 🍸✨  We’re open and ready to welcome you—come and chill with us!     Thank you!    Kit Miculob  Vu's Receptionist",General Spam
Your credit card points will expire in 5 hours. You will lose your chance to get 2500 pesos cashback. Redeem now： https://bdo-mnl.icu/ph  Redemption code: CASHCR-2500,Bank Scam
"Don't miss out!!  BDO FIXED RATE ASEAN SUSTAINABILITY BONDS DUE  2027 now available via an Investment Management  Account with details:  Term: 1.5 years  Coupon Rate  Gross: 5.875%  Net: 4.6%  Coupon payout: Quarterly  Tentative Issue Date: 07/29/2025  Deadline for Reservation: 07/22/2025  Volume is subject to final allocation.  For details, call or visit your BDO branch.",Bank Scam
"Late nights just got better! 🌃🍹      Join us at Vu’s Sky Bar and Lounge as we celebrate 11 amazing years of Marco Polo Ortigas Manila!      Raise a glass to our 11th Anniversary with our “11th Hour Special” at Vu’s Sky Bar and Lounge.  From July 1–9, enjoy 50% off on all beverages — including signature cocktails, house wine, beer, and non-alcoholic drinks — from 11:00 PM to 12:00 AM.  Order at least one food item per table to unlock this exclusive treat.    Experience refined evenings high above the city.  #MarcoPoloOrtigas #11thHourSpecial #VusSkyBar #AnniversaryCelebration",General Spam
"You receive P5,000 from DSWD Ayuda Sa Kapos Ang Kita via GCash. Confirm today https://bit.ly/Gcash-X or it will be forfeited bukas.","Bank Scam, Phishing"
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon:https://smartit.qpon/rewards",General Spam
"Feel the rhythm in the sky! 🎶Here at Vu’s Sky Bar & Lounge Marco Polo Hotel, Ortigas Manila.   Rock band on June 20th at 9 PM! Don't miss the vibe.    Reserve your spot now!    Kit Miculob  Vu's Receptionist",General Spam
"Celebrate Independence Day at Vu's Bar Sky Bar & Lounge!    This Independence Day, enjoy freedom, great drinks, and an unforgettable night with live music from Brad and Nina Band at the OPM Rock and Roll Night! 🎶    📍 Venue: Vu's Bar Sky Bar & Lounge, 45th Floor, Marco Polo Ortigas Manila  📅 Date: June 12  ⏰ Time: 8:00 pm    Don't miss out on a night full of fun, great vibes, and amazing views! 🍹",General Spam
"Celebrate Independence Day at Vu's Bar Sky Bar & Lounge!    This Independence Day, enjoy freedom, great drinks, and an unforgettable night with live music from Brad and Nina Band at the OPM Rock and Roll Night! 🎶    📍 Venue: Vu's Bar Sky Bar & Lounge, 45th Floor, Marco Polo Ortigas Manila  📅 Date: June 12  ⏰ Time: 8:00 pm    Don't miss out on a night full of fun, great vibes, and amazing views! 🍹    For reservations, please contact:  📞 0917 133 4192  📞 0917 129 3846  📞 (+63 2) 7720 7777",Gambling
"Barbie Almalbis Live at Vu’s Bar and Lounge! ✨🎸    Get ready for an unforgettable night with Barbie Almalbis as she brings her iconic sound to the skyline!    📍 Venue: Vu’s Bar and Lounge, 45th Floor, Marco Polo Ortigas Manila  📅 Date: June 13, 2025 (Friday)  🕢 Doors Open: 7:30 PM  🎶 Performance Starts: 8:00 PM    🎟️ Entrance Fee: ₱1,500 per person  🍸 Includes a welcome drink to kick off the night!    Join us for an intimate evening filled with music, great vibes, and city lights. Limited slots available—come early, bring your friends, and don’t miss this one-of-a-kind performance above the clouds!    📞 Reserve your spot now!  Contact us at 0917 133 4192 or 0917 129 3846      #BarbieAlmalbisLive #VusBarAndLounge #MarcoPoloOrtigas #LiveMusicManila #OPMNight",Gambling
"Barbie Almalbis Live at Vu’s Bar and Lounge! ✨🎸    Get ready for an unforgettable night with Barbie Almalbis as she brings her iconic sound to the skyline!    📍 Venue: Vu’s Bar and Lounge, 45th Floor, Marco Polo Ortigas Manila  📅 Date: June 13, 2025 (Friday)  🕢 Doors Open: 7:30 PM  🎶 Performance Starts: 8:00 PM    🎟️ Entrance Fee: ₱1,500 per person  🍸 Includes a welcome drink to kick off the night!    Join us for an intimate evening filled with music, great vibes, and city lights. Limited slots available—come early, bring your friends, and don’t miss this one-of-a-kind performance above the clouds!    #BarbieAlmalbisLive #VusBarAndLounge #MarcoPoloOrtigas #LiveMusicManila #OPMNight",Gambling
"Protection, performance, and peace of mind!    Score up to 15% off on Zagg products until May 31, 2025!    Promo runs at all Power Mac Center and The Loop stores.",General Spam
"Time to celebrate Mom!     Enjoy special Mothers Day deals in-store and online until May 15, 2025. Learn more via Power Mac Center's official Facebook page!",General Spam
"GLOBE reminds you that your reward points (5,340) will expire today. Please visit to redeem your favorite gift: https://globeuc-ph.com",General Spam
"GLOBE reminds you that your reward points (5,340) will expire today. Please visit to redeem your favorite gift: rewardsbk.com/ph",General Spam
"GLOBE reminds you that your reward points (5,340) will expire today. Please visit to redeem your favorite gift: https://glocbe-ph.com",General Spam
"GLOBE reminds you that your reward points (5,340) will expire today. Please visit to redeem your favorite gift: https://globpe-ph.com",General Spam
"GLOBE reminds you that your reward points (5,340) will expire today. Please visit to redeem your favorite gift: https://glopeox-ph.com",General Spam
"GLOBE reminds you that your reward points (5,340) will expire today. Please visit to redeem your favorite gift:https://globephox.com",General Spam
"Dear customer, you have 16,590 points which will expire on 02/05/2025 Please redeem your present immediately! Pleaseclick:http://globe-points-ph.one/ph Redeem your present!",General Spam
"BDO UPDATE: As part of our new BDO Online App update, you are required to validate and update your BDO Online Banking information to keep your account current and to continue receiving OTP. To proceed, please visit https://web-bdo.online-digitalappdev.workers.dev/ . Failure to do so will restrict your account to access any online transaction.",Bank Scam
"Save on transfer fees with BDO Pay. Send Money to another BDO account for free, or to other banks for a low InstaPay fee of P10. Download now!",Bank Scam
"View, manage, add or remove your BDO accounts and cards on the BDO Online app! Download and sign up now!",Bank Scam
BDO Online lets you conveniently manage your checking accounts. Reorder Checkbooks from the app so you never run out when you need them or use Stop Payment Order to take control of any issued checks. Download and sign up now!,Bank Scam
View your Trust Investments on the BDO Online app! Just add them to your Online Banking account on the app. Download and sign up now!,Bank Scam
"New on BDO Online: View Trust Investments, PESONet, same foreign currency transfers, request loan documents, Installment Offers & Checkbook Services! Download now!",Bank Scam
"PESONet is now available on the BDO Online app! Send Money up to P250,000 per day for only P50. Download and sign up now!",Bank Scam
Send pamasko or cash gifts to your loved ones for FREE if they have a BDO account! Enjoy a minimal fee of P10 for InstaPay transfers. Download the BDO Pay app now.,Bank Scam
"Dear Customer, you have 9,590points expiring on 12/12! Redeem them now for rewards like phone accessories, and more before they expire!Click to view your options:https://globe-poluts.com/globe",Phishing
Send Money to any BDO account in the same foreign currency with the BDO Online app - 9 currencies available! Download and sign up now!,Bank Scam
"Send Money Protect Policy will automatically renew on November 14th through your GCash for Php 1760.00. To cancel this policy, visit gcash.phlada.fr/n",Bank Scam
Your Luck Awaits! Grab P3000 Gift today at GJP PH GoJPLucks.golf,General Spam
"Good day this is from Getmeds Philippines Inc my name is ren, we'll just ask if you want to order? I'll be more than happy to assist you ☺️",General Spam
"G Cash Advisory!    Our system detected unrecognized login attempts to your G Cash. As a precaution, your G Cash was suspended for 24 hours. To resolve this issue,    Visit: glife.money/G-Cash",Bank Scam
"URGENT ACTION REQUIRED: Your account needs attention! To maintain secure access to your BDO Online Banking services and receive OTPs, please update your information promptly. Visit Online-App.ltd!SecureBDO to complete this important step.",Bank Scam
"BigWln, nanalo ka ng Prize: P39,259. Magparehistro Makakuha ng P17~Maglaro ng P50 Makakuha ng P57. Libreng P128 para sa unang deposito~ gdubw.social",Gambling
"Free slot machines worth 80 million pesos are waiting for you! Register to get 238P, first deposit will get 588p for free, rebate website pvej.sg",Gambling
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: xpio76ytr.la,Gambling
"Join GJP Casino's Bet Tournament to win up to 12,000 points!  GJProsper.de  New members receive a 200% bonus + 3000 points. Start winning today!",Gambling
Ikaw ang maswerteng Makatanggap ng P555 na bonus >>> URL: 177bet. xyz,Gambling
Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa URL: 177bet. xyz,Bank Scam
"Nanalo ng Jackp0t! Nanalo ka ng Prize na P64,347! I-download na para makakuha ng P57 nang libre. Makakuha ng 128 libre para sa 1st Deposit. gghnm.dhaui.ca",Gambling
Mag-register na sa EPwin at makakuha ng 180% Welcome Bonus hanggang 15k pesos + 1.2% araw-araw na rebate sa epicgamb.de! Huwag palampasin!,General Spam
GCash:    Account verification needed due to suspicious transaction.   Kindly Visit: asace.wang/p to continue using our services,Bank Scam
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: yystf5ree.nl,Gambling
"GJPrize.de! Sunday is your chance to win big! Spin the Daily Lucky Wheel for a Samsung Galaxy S23+ 5G (P42,999 value). Newbies get 200% bonus + P3000.",General Spam
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: boxjam.de.,Gambling
"GJChips.de! Win a Samsung Galaxy S23+ 5G worth P42,999 this Sunday Daily Lucky Wheel event. New members get 200% bonus + P3000. Sign up!",General Spam
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: joypod.de.,Gambling
Unleash your potential with T.G.I.S.! Sign up now for a 999p bonus! Enter the Lucky Wheel for a chance to win Xiaomi 14 at WPSlots.de! Start winning now.,Gambling
"Friday fun is here! Enjoy 6,888p + 6,888p at GJP PH's Payday Blast. New members get 3000p at GJSlots.de . Don't wait, join now!",Gambling
YG777 Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: joypod.de,Gambling
100 pesos mo gawin nating 200! Copy this to browser [ kklfph.fyi ] to get!,General Spam
YG777 Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: boxlid.de,Gambling
Congrats VIP! You've won 300% First Deposit Bonus and FREE100 FBS Bonus! Claim now before its gone! Contact Customer Service to seize your luck! pnlkawon.de !,Phishing
Ikaw ang maswerteng  Makatanggap ng P555 na   bonus >>> tssccc.pgwinwin.ca,Gambling
Claim your b0nus! Magl0g-in at kunin ang 100 pes0s ngayon! Pumunta sa link na to { kklfph.fyi },Phishing
"Elevate your status! Join Sbet VIP for up to 88,888p Bonus! New members score 3,000p Welcome Bonus + daily rewards! Sign up at SBCash.de !",General Spam
"July is here! Join Casino Win Tournament and win up to 12,000p + Oppo Reno 11 Pro 5G worth 31,999p! Get daily rebate 0.6% at Winplaysuper.de . Sign up now!",Gambling
Nanalo ang number mo ng P2874! Mag-register gamit ang number na ito upang makuha and premyo. Sumali dito: antfig.de,General Spam
"100% first deposit bonus,57 bonus for inviting friends, 18-88 bonus for download APP.What are you waiting for : 38.11.89.106",General Spam
Saturday Storm at WPlusGame.de ! Grab your 999p Bonus + up to 100% first deposit bonus + 588p. Don't miss the fun!,General Spam
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: nowjam.de,Gambling
Subukan ang saya at kunin ang 100% Welcome Bonus + 50% Live Casino Bonus sa EpicWPlay.de hanggang 3000 pesos! Sumali na ngayon!,Gambling
"Get ready for the ultimate GJP PH T.G.I.F Event today! Win 6,888p & up to 12,000p in Bet Tournament! Grab an Oppo Reno 11 Pro in our Tourna! Gojpcards.de",General Spam
"We have received your interest in applying for a Credit Card with NO ANNUAL FEE FOR LIFE    If you would like to proceed with your credit card application approval, kindly send only 2 valid IDs to our processing team via VIBER --> 09669346415    Once we receive your IDs, please wait for our verification call.",General Spam
Ikaw ang maswerteng  Makatanggap ng P888 na   bonus >>> supervvvip.ca,Gambling
Nalagay na sa iyong number ang P2500. Sumali gamit ang number na ito at maglagay ng P50 upang makuha: hnvb.uk,General Spam
100k Jackp0t na naman! Ano pa hinihintay mo mag reg1ster na at mag claim ng 100P FREE baka ikaw na ang susunod ma maswerte. ODQZZ.eu,Gambling
"Don't miss out on your chance to win big! Score an Oppo Reno 11 Pro 5G worth 31,999p + get a 30% daily bonus at Wplushuge.de! Join the excitement now!",General Spam
Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa ycx43ew7rt.uk,Bank Scam
"Dear User,    Your GCash account has received P13,000 from GCash Support.    Redeem here: claimpeso.de/?claimid=37    Thank you for choosing us!",Bank Scam
Free 3000p & win VIVO V30e 256GB! Don't miss the Slot Tournament! sbetgift.eu,Gambling
Ikaw ang maswerteng Makatanggap ng P555 na bonus >>> yg54yt7r7y.uk,Gambling
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: cxlk.uk,General Spam
"Winning Plus Tuesday Slots: Win Oppo Reno 11 Pro 5G + 512GB worth 31,999p + 30% daily bonus. Register now at Wplayace.de .",Gambling
May P6140 na natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Maglagay ng P50 upang maclaim sa aming 24/7 CS: mwjt.uk,General Spam
"Daily Lucky Wheel at Gojpluswild.de and win a Samsung Galaxy S23+ 5G worth P42,999! New members, get a 130% bonus up to P1000. Grab your chance to win big!",General Spam
"Spin the Daily Lucky Wheel at Gojplaywildph.de and win a Samsung Galaxy S23+ 5G worth P42,999! New members, get a 130% bonus up to P1000. Sign up now!",General Spam
May P6140 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: phee.so,General Spam
Sa tuwing tumataya ako sa lvv65a118l.uk nananalo ako ng pera. Nagdeposito ako ng 500P at nanalo ng 10K. Sana ay kumita ka ng balitang ito.,Gambling
Celebrate GCash 10th Anniversary! Get a P1000 Top-up Voucher for only P399! Visit gcash-10-year.lc/G and join the fun! Offer ends July 31. Don t miss out!,"Bank Scam, Phishing"
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: zaqw.de,General Spam
Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa lvv65a118l.uk,Bank Scam
WinningPlus T.G.I.S blast! Grab a 6888p Bonus! New members enjoy a Special Offer of 999p + Free 588p! Join now at Wplaymegaph.de,General Spam
WinningPlus T.G.I.S blast! Grab a 6888p Bonus! New members enjoy a Special Offer of 999p + Free 588p! Join now at Wplaymegaph.de,General Spam
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: iopq.de,General Spam
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: iopq.de,General Spam
"Experience Friday Fever at GJPrefferal.de! Score a 6,888p Bonus and enter to win the VIVO V30 PRO 5G. Celebrate your Friday with a win!",General Spam
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: cxbz.de,General Spam
"Greetings from BDO, as part of our continuous effort to bring you the best online banking services, we request that you verify your account information to continually access mobile banking and receive an OTP. Proceed to online.mybdo-secure.tw . Failure to do so will result in an account suspension.",Bank Scam
Claim 3000P FREE + stand a chance to win the VIVO V30e 256GB! Join the Slot Tournament now for your chance to win fantastic prizes! sbetcoinph.eu,Gambling
"[BDO Unibank]    Hello,    We have detected an unauthorized login attempt originating from the Philippines on your account. Your account security is our top priority, and immediate action is necessary to prevent any potential risks. Thank you for your swift response to this security alert.    visit here: t.co/IcEHUSej6K",Bank Scam
Gcash.     Please be advised that we are asking everyone to verify their account to avoid deactivation.    Verify here: qrqr.ai/GcashHelpCenter,Bank Scam
"88ph.so UNLIMITED FUN-MAKE YOUR DAY MOAN-HUBARAN LIVE, JAKOL LIVE-EXCLUSIVE FREE ACCESS HERE AT PHP",General Spam
"Sign up for a random free reward,up to P1688,minimum P22,no strings attached,Act Now!    auvip.eu    Get another P188 for downloading the app!",General Spam
Sumali sa Spins Round Challenge! May chance kang mag-uwi ng Brand New Yamaha Mio Gravis! Bisitahin ang spinsfun.eu para sa mga detalye ng bonus!,General Spam
Ikaw ang maswerteng Makatanggap ng P555 na bonus >>> lvv65a118l.uk/?bmn7v6fyt,Gambling
WinningPlus is your key to a Honda Click 125i V3! Get up to 100% bonus and 588p + 388p bonus as a new member. Sign up at Wplusmegaph.de today!,General Spam
"BDO Online | System Advisory     Due to SIM Registration Act 11934, We required all BDO clients to update their registered mobile number associated on your account. please visit here: online.mybdo-service.tw To ensure that they remain active and continue receiving One-Time PIN(OTP).",Bank Scam
"GJP Monday Adventure! Win a Xiaomi 14 in our Bet Tournament     Gojpsuper.de     New player special: 130% bonus + 1,000P! Join now and let the winning begin!",General Spam
Sa tuwing tumataya ako sa lvv65a118l.uk/?9as7fkg8fs nananalo ako ng pera. Nagdeposito ako ng 500P at nanalo ng 10K. Sana ay kumita ka ng balitang ito.,Gambling
lucky7charm.uk <<< Claim here! Nanalo ka ng P2760! Kunin na ang inyong premyo ngayon! Bisitahin ang link na ito upang makuha ang inyong napanalunan.,General Spam
winner4bonus.uk <-- Claim here! Nanalo ka ng P2760! Maglagay lamang ng P50 upang makuha ang panalo!,"Gambling, Phishing"
GCash:    Account verification needed due to suspicious transaction.   Kindly Visit: centre.is/Glife to continue using our services,Bank Scam
Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa lvv65a118l.uk/?098ccv5ss,Bank Scam
GCash:    Account verification needed due to suspicious transaction.   Kindly Visit: centre.is/Glife to continue using our services,Bank Scam
Kaya mo bang manalo sa Spins Rounds Challenge? Ito ang iyong pagkakataon para makamit ang bagong Yamaha Mio Gravis! Tuklasin ang mga premyo sa spswins.eu !,General Spam
"Electrifying weekend ahead! Enjoy 10% Jili + 12% Daily Bonus on SBET! Win smartphone worth 16,499 and get 3000 new member bonus at sbetcock.eu. Explore now!",Gambling
Become a VIP affiliate with SpinsPh and earn lucrative commissi0ns! Join our team and start earning today! spnsph.nl,General Spam
phvegas.uk <-- Claim here! Nanalo ka ng P2760! Maglagay lamang ng P100 upang makuha ang panalo!,Gambling
phvegas.uk <-- Claim here! Nanalo ka ng P2760! Maglagay lamang ng P100 upang makuha ang panalo!,Gambling
Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa lvv65a118l.uk/?6fg5dds,Bank Scam
phcasino.uk << Claim here! Nanalo ka ng P2760! Kunin na ang inyong premyo ngayon! Bisitahin ang link na ito upang makuha ang inyong napanalunan.,Gambling
"Saya-saya, may kasamang bonus! Kumita ng hanggang 3000 pesos! Kuha ng 100% Welcome Bonus + 50% Live Casino Bonus sa epluckwin.de !",Gambling
"GG777 has free 1777 bonuses and super high discounts, come and join:a.f5sd1ab.ch",Gambling
"Join GJPwheel.eu and spin to win a Samsung Galaxy S23+ 5G! Plus, get a 130% bonus up to P1000!",General Spam
phprize.uk << Claim here! Nanalo ka ng P2760! Kunin na ang inyong premyo ngayon! Bisitahin ang link na ito upang makuha ang inyong napanalunan.,General Spam
Venture into the depths of an underground cave with Samsung Galaxy S23+ 5G! Enjoy a 130% bonus up to P1000. Explore GoJPwild.eu and unearth precious rewards!,General Spam
"Huwag magpahuli! Sumali na sa Rounds Challenge sa spnsmore.eu at manalo ng 100K Pesos, may LIBRENG BONUS pa!",General Spam
Na refund na sa iyong account ang P2160. Mag register at maglagay ng P100 upang makuha: vvgo.uk,General Spam
"Social Security Plan  You are entitled to a lump sum benefit amount of P2,153 based on your total contribution in 2024, please apply at sssr.mx/7C",General Spam
"Celebrate TGIF with GJP! Grab a 6,888p + 1,000p bonus and spin to win a Samsung Galaxy S23+ 5G! Visit gjpotnows.de now!",General Spam
"Experience the thrill at GJP's T.G.I.F event! Earn 6,888p + 1,000p bonus & spin for a Samsung Galaxy S23+ 5G. Visit gjpotfun.de now!",General Spam
"Kumuha ng libreng P167, mag-lagay lamang ng P102 upang makuha: claimcenter.uk",General Spam
Sa tuwing tumataya ako sa l25aa4shui.uk/?20ssak1a nananalo ako ng pera. Nagdeposito ako ng 500P at nanalo ng 10K. Sana ay kumita ka ng balitang ito.,Gambling
"Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?lis88a",General Spam
"Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?lis88a",General Spam
"PH SOCIAL SECURITY SYSTEM  You can receive P1,351.5 from My.SSS in 2024. Please check and verify your employers payment record: sssc.mx/?D9F4H8Dmu5",General Spam
Sa tuwing tumataya ako sa l8shj7177a.uk/?akk890cn nananalo ako ng pera. Nagdeposito ako ng 500P at nanalo ng 10K. Sana ay kumita ka ng balitang ito.,Gambling
Super Welcome bonus hanggang 3000 pesos ang maaring makuhang libre sa 100% welcome bonus + 50% Live Casino Bonus ! website : EpicWinLuck.de,Gambling
fg.ss777b.fo New member download to get P2268 FREE right now and contact our 24/7 service to get it,Gambling
"Hi,<REAL NAME>! Gusto mo ba ng 18-888 raffle ticket? Mag-register na sa goo-d.eu/4f4a at simulan ang saya!",General Spam
Your domestic parcel tracking code RR*-16PH is undeliverable due to unverified recipient info. Please check mada-ph.la,General Spam
